Event ID,Origin time,Mag,Moment,Lat,Lon,Dep
21280593,2003-05-19T00:04:51.893000Z,7.94E+10,,35.98398,-120.54241,2.588
21406680,2004-10-11T06:22:58.432000Z,7.94E+10,,35.98481,-120.54242,2.275
21461768,2005-06-11T05:53:58.890000Z,14125375446.2275,,35.980908,-120.546729,2.076
